gid,provincia,nombre,sector,ndomicilio,localidad,departamento,ubicacion,x,y
34996,Santa Fe,C.E.R. NRO 520BRIGADIER ESTANISLAO LOPEZ,Estatal,ZONA RURAL   ARROYO CEIBAL,ARROYO CEIBAL,GENERAL OBLIGADO,APROXIMADA,"-59,4715421","-28,7448425"
34999,Santa Fe,ESCUELA NRO 6064 PEDRO ZANNI,Estatal,PELLEGRINI S/N SANTA TERESITA,LA GALLARETA,VERA,APROXIMADA,"-60,4765666","-29,6466326"
35009,Santa Fe,ESCUELA NRO 6036 BERNARDINO RIVADAVIA,Estatal,JUAN B. JUSTO S/N  NASURDI JUAN JUSTO Y JUAREZ CELMAN,ARROYO SECO,ROSARIO,APROXIMADA,"-60,5560691","-33,1552359"
35011,Santa Fe,ESCUELA PART. INC. NRO 1136 SAN JOSE,Privado,INDEPENDENCIA 1370 CAMPO MAYO,TOSTADO,9 DE JULIO,APROXIMADA,"-61,1578887","-29,1712256"
35014,Santa Fe,ESCUELA NRO 418 GENERAL JOSE DE SAN MARTIN,Estatal,RIO NEGRO 2481 SAN GENARO,TOSTADO,9 DE JULIO,APROXIMADA,"-61,1578887","-29,1712256"
35015,Santa Fe,ESCUELA NRO 684 GENERAL MANUEL BELGRANO,Estatal,25 DE MAYO 2424 GUEMES,TOSTADO,9 DE JULIO,APROXIMADA,"-61,1578887","-29,1712256"
35023,Santa Fe,ESCUELA NRO 252 DOMINGO FAUSTINO SARMIENTO,Estatal,SARMIENTO 581 CENTRO,VILLA ELOISA,IRIONDO,APROXIMADA,"-61,5597342","-32,8402004"
35027,Santa Fe,ESCUELA PARTICULAR INCORPORADA Nº 1287 SAN LUIS GONZAGA,Privado,FRAY DE ORO S/N SAN AGUSTIN I FRAY DE ORO S/N,SANTA FE,LA CAPITAL,APROXIMADA,"-60,6009308","-31,6611906"
35029,Santa Fe,ESCUELA NRO 1174 BRIGADIER ESTANISLAO LOPEZ,Estatal,CALLE 307 1310 DON PEDRO,AVELLANEDA,GENERAL OBLIGADO,APROXIMADA,"-59,6193779","-29,07210975"
35030,Santa Fe,ESCUELA PART. INC. NRO 1098 NUESTRA SEÑORA DE LA MERCED,Privado,SAN MARTIN 610 CENTRO,AVELLANEDA,GENERAL OBLIGADO,APROXIMADA,"-59,6193779","-29,07210975"
35038,Santa Fe,ESCUELA NRO 1205 COMANDANTE LUIS PIEDRABUENA,Estatal,CALLE 21 170 ITATI,AVELLANEDA,GENERAL OBLIGADO,APROXIMADA,"-59,6193779","-29,07210975"
35044,Santa Fe,ESCUELA NRO 1296 MAXIMO VICENTIN,Estatal,CALLE 304 121 PADRE CELSO,AVELLANEDA,GENERAL OBLIGADO,APROXIMADA,"-59,6193779","-29,07210975"
35045,Santa Fe,ESCUELA NRO 928 BERNARDINO RIVADAVIA,Estatal,PROLONGACION ESTE CALLE 11  FABRICA AVENIDA SAN MARTIN,AVELLANEDA,GENERAL OBLIGADO,APROXIMADA,"-59,6193779","-29,07210975"
35047,Santa Fe,ESCUELA NRO 493 JUAN BAUTISTA ALBERDI,Estatal,BELGRANO 496 ESTE,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35048,Santa Fe,ESCUELA NRO 491 DOMINGO FAUSTINO SARMIENTO,Estatal,QUINTANA 75 CENTRO,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35049,Santa Fe,ESCUELA NRO 6410 GENERAL MANUEL BELGRANO,Estatal,AVENIDA SANTA FE 486,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35068,Santa Fe,ESCUELA NRO 6401 JORGE NEWBERY,Estatal,NICOLAS SCHNEIDER 1389 SUR - CICLAR,ESPERANZA,LAS COLONIAS,APROXIMADA,"-60,9834491","-31,4802917"
35081,Santa Fe,ESCUELA NRO 1305 MARIA GALIBERT DE JOFFRE,Estatal,PASAJE 14/16 LOS AMIGOS 2640 GENERAL OBLIGADO,RECONQUISTA,GENERAL OBLIGADO,APROXIMADA,"-59,5823989","-29,2340482"
35087,Santa Fe,ESCUELA NRO 431 MARTIN MIGUEL DE GUEMES,Estatal,ITALIA 2191 CENTRO,SAN JUSTO,SAN JUSTO,APROXIMADA,"-60,6048967","-30,8366255"
35089,Santa Fe,ESCUELA NRO 6415 FRANCISCO NARCISO DE LAPRIDA,Estatal,AVENIDA IRIONDO 3013 CENTRO SUR,SAN JUSTO,SAN JUSTO,APROXIMADA,"-60,6048967","-30,8366255"
35092,Santa Fe,ESCUELA NRO 315 AARON CASTELLANOS,Estatal,SAN MARTIN 873 SUR,ESPERANZA,LAS COLONIAS,APROXIMADA,"-60,9834491","-31,4802917"
35105,Santa Fe,ESCUELA PART.INCORP. NRO 1211 SAN JOSE OBRERO,Privado,SAAVEDRA S/N SAN JOSE OBRERO SAAVEDRA Y TUCUMAN,FORTIN OLMOS,VERA,APROXIMADA,"-60,4149427","-29,055432"
35110,Santa Fe,ESCUELA NRO 243 JUAN BAUTISTA ALBERDI,Estatal,PUEYRREDON 1470 CORDOBA,TOTORAS,IRIONDO,APROXIMADA,"-61,22622935","-32,67664964"
35113,Santa Fe,ESCUELA NRO 533 VICTORIANO MONTES,Estatal,DEMETRIO GOMEZ S/N  ALTO VERDE MANZANA 7 - ALTO VERDE,SANTA FE,LA CAPITAL,APROXIMADA,"-60,6009308","-31,6611906"
35114,Santa Fe,ESCUELA NRO 1081 ALMAFUERTE,Estatal,DEMETRIO GOMEZ-MANZANA 9 S/N ALTO VERDE PARAJE LA BOCA,LA BOCA,LA CAPITAL,APROXIMADA,"-60,6009308","-31,6611906"
35115,Santa Fe,ESCUELA NRO 95 SIMON DE IRIONDO,Estatal,ANIBAL PEDRO BUSTAMANTE   MANZANA 2 - ALTO VERDE,SANTA FE,LA CAPITAL,APROXIMADA,"-60,6009308","-31,6611906"
35118,Santa Fe,ESCUELA NRO 1065 MANUEL BELGRANO,Estatal,DOCTOR ANGEL GALLARDO S/N,MONTE VERA,LA CAPITAL,APROXIMADA,"-60,6736943","-31,4725492"
35119,Santa Fe,ESCUELA PARTICULAR INC.NRO 1385 LA CECILIA,Privado,RUTA PROVINCIAL 5 - KM 3 1/2,MONTE VERA,LA CAPITAL,APROXIMADA,"-60,6736943","-31,4725492"
35120,Santa Fe,ESCUELA NRO 43 LEONARDO NICEFORO ALEM,Estatal,AVENIDA GENERAL PAZ 11600 CHACO CHICO PARAJE CHACOCHICO,MONTE VERA,LA CAPITAL,APROXIMADA,"-60,6736943","-31,4725492"
35133,Santa Fe,ESCUELA PART. INC. NRO 1013 SAN JOSE,Privado,PADRE ARNOLDO JANSSEN 2115,ESPERANZA,LAS COLONIAS,APROXIMADA,"-60,9834491","-31,4802917"
35149,Santa Fe,INSTITUTO PRIVADO NRO 1402 SAN JERONIMO,Privado,CHACABUCO 1043 SARMIENTO,RECONQUISTA,GENERAL OBLIGADO,APROXIMADA,"-59,5823989","-29,2340482"
35162,Santa Fe,ESCUELA NRO 1183 BRIGADIER ESTANISLAO LOPEZ,Estatal,ZONA RURAL NORTE,PROGRESO,LAS COLONIAS,APROXIMADA,"-61,0008969","-31,0880241"
35176,Santa Fe,ESCUELA NRO 588 LANCEROS DEL SAUCE,Estatal,JORGE NEWBERY 1820 S. JERONIMO DEL REY N. INICIAL ESC. NRO 588,RECONQUISTA,GENERAL OBLIGADO,APROXIMADA,"-59,5823989","-29,2340482"
35179,Santa Fe,ESCUELA NRO 472 BERNARDINO RIVADAVIA,Estatal,GENERAL OBLIGADO 776 CENTRO,RECONQUISTA,GENERAL OBLIGADO,APROXIMADA,"-59,5823989","-29,2340482"
35180,Santa Fe,ESCUELA NRO 6001 DOCTOR ESTANISLAO ZEBALLOS,Estatal,RIVADAVIA S/N,LA GALLARETA,VERA,APROXIMADA,"-60,4765666","-29,6466326"
35188,Santa Fe,ESCUELA NRO 1124 FRAGATA A.R.A. LIBERTAD,Estatal,CORRIENTES 430 MORENO N. INICIAL ESC. NRO 1124,RECONQUISTA,GENERAL OBLIGADO,APROXIMADA,"-59,5823989","-29,2340482"
35189,Santa Fe,ESCUELA NRO 358 CANONIGO SEVERO ECHAGUE,Estatal,ESTADOS UNIDOS S/N LAS DELICIAS,SAUCE VIEJO,LA CAPITAL,APROXIMADA,"-60,8072995","-31,7157471"
35192,Santa Fe,ESCUELA NRO 1098 DOCTOR LISANDRO DE LA TORRE,Estatal,CENTENARIO 1396 SOTO,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35197,Santa Fe,ESCUELA NRO 1249 GENERAL MARTIN MIGUEL DE GUEMES,Estatal,BALLESTEROS 907 CENTRO,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35202,Santa Fe,ESCUELA PART.INCORP. NRO 1131 JOSÉ RAZETTO,Privado,NECOCHEA 1095 CENTRO,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35203,Santa Fe,ESCUELA PARTICULAR INCORPORADA NRO 1024 SAN ANTONIO DE PADUA,Privado,MADRE ANTONIA CERINI 939 CENTRO,CAÑADA DE GOMEZ,IRIONDO,APROXIMADA,"-61,4431423","-32,7696698"
35212,Santa Fe,ESCUELA PARTICULAR INCORPORADA NRO 1415 SANTA MONICA,Privado,SANTA CRUZ 7100 SAN AGUSTIN II,SANTA FE,LA CAPITAL,APROXIMADA,"-60,6009308","-31,6611906"
35217,Santa Fe,ESCUELA NRO 6403 CAPITAN DE FRAGATA ING. CARLOS M. GADDA,Estatal,ALMIRANTE BROWN 2782 ESTE,ESPERANZA,LAS COLONIAS,APROXIMADA,"-60,9834491","-31,4802917"
35222,Santa Fe,ESCUELA PART. INC. NRO 1298 SEÑOR Y VIRGEN DEL MILAGRO,Privado,SAN MARTIN S/N LOS HORNOS AL OESTE,SANTO TOME,LA CAPITAL,APROXIMADA,"-60,76172319","-31,66782105"
35251,San Juan,EXCELLENCE COLLEGE,Privado,MENDOZA SUR 3368 RESIDENCIAL RAWSON,RAWSON,RAWSON,APROXIMADA,"-68,530533","-31,573661"
35253,San Juan,ABENHAMAR RODRIGO,Estatal,TOMÁS EDISON ESTE 178 BERMEJITO,SANTA LUCIA,SANTA LUCIA,APROXIMADA,"-68,4381938","-31,5363211"
35294,San Juan,AGUSTÍN VICTORIO GNECCO TURNO TARDE,Estatal,NEUQUÉN S/N  LOS TAMARINDOS,CHIMBAS,CHIMBAS,APROXIMADA,"-68,59400869","-31,50872955"
35295,San Juan,GRAL. ESTANISLAO SOLER TURNO MAÑANA,Estatal,PATAGONIA S/N  LOS TAMARINDOS,CHIMBAS,CHIMBAS,APROXIMADA,"-68,59400869","-31,50872955"
35298,San Juan,COLEGIO MONSEÑOR JOSÉ AMÉRICO ORZALI INICIAL EGB 1 Y 2,Privado,YAPEYÚ 824 BARRIO CAPITÁN LAZO,RAWSON,RAWSON,APROXIMADA,"-68,539882","-31,566038"
35325,Salta,ESCUELA Nº 4791,Estatal,Finca Pozo Largo - Lote 65,POZO EL TIGRE,RIVADAVIA,APROXIMADA,"-62,64649","-22,31737"
35327,Salta,ESCUELA Nº 4743 VIRGEN DE LA CANDELARIA,Estatal,PARAJE BARRIO NUEVO DE VIZCACHANI,VIZCACHANI,SANTA VICTORIA,APROXIMADA,"-65,12335905","-22,10921782"
35328,Salta,ESCUELA Nº 4784 Dolores Campion,Estatal,HORACIO AGUIRRE MZA 37B LOTE 1  SAN JORGE,ROSARIO DE LERMA,ROSARIO DE LERMA,APROXIMADA,"-65,59652","-25,01127"
35329,Salta,ESCUELA Nº 4794 - COLONIA SANTA ROSA,Estatal,AVENIDA 20 DE FEBRERO S/N° MEDALLA MILAGROSA,COLONIA SANTA ROSA,ORAN,APROXIMADA,"-64,45913","-23,36777"
35330,Salta,ESCUELA Nº 4798 - MISION EL CAÑAVERAL,Estatal,MISION ABORIGEN EL CAÑAVERAL,SANTA VICTORIA ESTE,RIVADAVIA,APROXIMADA,"-62,7133","-22,2724"
35341,San Juan,JUAN XXIII,Estatal,ALMAFUERTE S/N  SALVADOR MARÍA DEL CARRIL,RAWSON,RAWSON,APROXIMADA,"-68,538605","-31,562822"
35344,San Juan,ESCUELA GABRIELA MISTRAL,Estatal,TIERRA DEL FUEGO S/N  OBRERO RAWSON B°RESIDENCIAL RAWSON,RAWSON,RAWSON,APROXIMADA,"-68,526058","-31,573434"
35355,San Juan,DR. HONORIO PUEYRREDÓN,Estatal,SARGENTO CABRAL S/N  VILLA MORRONE,CHIMBAS,CHIMBAS,APROXIMADA,"-68,59400869","-31,50872955"
35377,Salta,LUIS MARIA PRETI,Estatal,VIRGEN DE LA PEÑA S/Nº 0 ROBERTO ROMERO,TARTAGAL,GENERAL JOSE DE SAN MARTIN,APROXIMADA,"-63,78193381","-22,51427375"
35381,Neuquén,ESCUELA CRISTIANA CRECIENDO,Privado,SAN MARTIN AV 440 AMERICA,PLOTTIER,CONFLUENCIA,PRECISA,"-68,22604588","-38,94869495"
35382,Neuquén,ESCUELA PRIMARIA 185,Estatal,RAHUE 138 CHACHIL,ZAPALA,ZAPALA,PRECISA,"-70,07427802","-38,9022975"
35384,Santa Cruz,ESCUELA PRIMARIA PROVINCIAL Nº 19 CTE. LUIS PIEDRA BUENA,Estatal,AVENIDA PTE. NESTOR C. KIRCHNER 1432 CENTRO,RIO GALLEGOS,GUER AIKE,APROXIMADA,"-69,22563901","-51,61945446"
35386,Santa Cruz,ESCUELA PRIMARIA PROVINCIAL Nº 68 PROF. GERARDO MENNA,Estatal,JULIO ARGENTINO ROCA 259 LOS COIHUES,YACIMIENTOS RIO TURBIO,GUER AIKE,APROXIMADA,"-72,3403985","-51,537015"
35388,Santa Cruz,INSTITUTO MARIA AUXILIADORA (RGL) (INI-PRI),Privado,AV. PTE. NESTOR CARLOS KIRCHNER 529 CENTRO,RIO GALLEGOS,GUER AIKE,APROXIMADA,"-69,21289937","-51,62537642"
35393,Santiago del Estero,ESCUELA N° 2 SAN FRANCISCO DE ASIS,Privado,URQUIZA Y ALMIRANTE BROWN  NORTE BARIO NORTE,FERNANDEZ,ROBLES,APROXIMADA,"-63,92398853","-27,92716115"
35396,Santiago del Estero,ESCUELA Nº831,Estatal,URQUIZA  S/N GARZA  VIRGEN DEL VALLE GARZA,GARZA,SARMIENTO,APROXIMADA,"-63,52372819","-28,13735869"
35399,Santiago del Estero,ESCUELA N° 342 JOSE F.L.CASTIGLIONI,Estatal,ALFONZO QUINZIO Y CAROLA LORENZINI 801 JORGE NEWBERY ALFONSO QUINZIO Y C.LORENZINI N.801 BO.J.NEWBERY,SANTIAGO DEL ESTERO,CAPITAL,APROXIMADA,"-64,26660055","-27,79494853"
35400,Santiago del Estero,ESCUELA MIGUEL ANGEL / JARDIN DE INFANTES LOS ENANITOS FELICES,Privado,CASSAFFOUSTH 250 CENTRO CASSAFFOUSTH Nº250 - LA BANDA,LA BANDA,BANDA,APROXIMADA,"-64,22908027","-27,74659201"
35405,Santa Fe,ESCUELA PARTICULAR INCORPORADA NRO 1015 HOGAR MATERNAL 1,Privado,MAIPU 1727 CENTRO,ROSARIO,ROSARIO,APROXIMADA,"-60,63836112","-32,96060865"
35406,Santa Fe,ESCUELA NRO 6341 JUAN DE GARAY,Estatal,AVENIDA BLAS PARERA 8785 ESTANISLAO LOPEZ,SANTA FE,LA CAPITAL,APROXIMADA,"-60,72750994","-31,58175025"
35409,Santa Fe,ESCUELA NRO 4 SARGENTO CABRAL,Estatal,LAS HERAS 4720 SARGENTO CABRAL,SANTA FE,LA CAPITAL,APROXIMADA,"-60,69414257","-31,62794472"
35421,Santa Fe,ESCUELA NRO 157 DOMINGO FAUSTINO SARMIENTO,Estatal,AVENIDA SANTA FE 1386 CENTRO,FIRMAT,GENERAL LOPEZ,APROXIMADA,"-61,48889064","-33,45768855"
35425,Santa Fe,ESCUELA NRO 91 REPUBLICA FEDERATIVA DEL BRASIL,Estatal,AVENIDA PROVINCIAS UNIDAS 1196 A BELGRANO,ROSARIO,ROSARIO,APROXIMADA,"-60,71258196","-32,94366768"
35426,Santa Fe,ESCUELA NRO 789 ALMAFUERTE,Estatal,RUTA NRO 33 Y LINIERS  SANTA ROSA,VENADO TUERTO,GENERAL LOPEZ,APROXIMADA,"-61,97678856","-33,70912119"
35427,Santa Fe,ESCUELA PART. INC. NRO 1122 HIJAS DE CRISTO REY,Privado,14 DE FEBRERO 899,VILLA CONSTITUCION,CONSTITUCION,APROXIMADA,"-60,346998","-33,22706256"
35428,Santa Fe,ESCUELA NRO 77 PEDRO GOYENA,Estatal,TUCUMAN 3445 LUIS AGOTE,ROSARIO,ROSARIO,APROXIMADA,"-60,66904896","-32,93834472"
35430,Santa Fe,ESCUELA NRO 968 EDUARDO CASEY,Estatal,FRANCIA 1315 CENTRO DOS,VENADO TUERTO,GENERAL LOPEZ,APROXIMADA,"-61,97746788","-33,74327322"
35432,Santa Fe,ESCUELA NRO 93 CARLOS GUIDO Y SPANO,Estatal,PASAJE PARKER 2493 BELLA VISTA,ROSARIO,ROSARIO,APROXIMADA,"-60,67266264","-32,9633604"
35433,Santa Fe,ESCUELA PART. INC. NRO 1221 MARIA MADRE DE LA IGLESIA,Privado,PARAGUAY 3849 D. MATHEU,ROSARIO,ROSARIO,APROXIMADA,"-60,65255808","-32,98334913"
35436,Santa Fe,ESCUELA NRO 284 LIBERTADOR GENERAL SAN MARTIN,Estatal,SARMIENTO 1061,CENTENO,SAN JERONIMO,APROXIMADA,"-61,40701728","-32,29901892"
35439,Santa Fe,ESCUELA NRO 892 COMANDANTE LUIS PIEDRABUENA,Estatal,3 DE FEBRERO 894,MACIEL,SAN JERONIMO,APROXIMADA,"-60,88732596","-32,45571945"
35440,Santa Fe,ESCUELA NRO 268 GOBERNADOR LUCIANO MOLINAS,Estatal,INDEPENDENCIA S/N  NORTE SAN MARTIN E INDEPENDENCIA,CAÑADA ROSQUIN,SAN MARTIN,APROXIMADA,"-61,59620736","-32,05373787"
35441,Santa Fe,ESCUELA NRO 266 GENERAL JOSE DE SAN MARTIN,Estatal,SIMON DE IRIONDO 720,CAÑADA ROSQUIN,SAN MARTIN,APROXIMADA,"-61,6021452","-32,05616004"
35442,Santa Fe,ESCUELA NRO 215 OCTAVIA RICARDONE DE BIGAND,Estatal,SARMIENTO 459,BIGAND,CASEROS,APROXIMADA,"-61,18555758","-33,37676049"
35449,Santa Fe,ESCUELA PART.INC.NRO 1116 BEATO LUIS MARÍA MONTI,Privado,JUAN JOSE PASO 3150 SUR,SANTA FE,LA CAPITAL,APROXIMADA,"-60,71894078","-31,66452653"
35450,Santa Fe,ESCUELA NRO 600 GENERAL MANUEL BELGRANO,Estatal,MADAME CURIE 184 SUR,ARMSTRONG,BELGRANO,APROXIMADA,"-61,60252644","-32,78511891"
35468,Santa Fe,ESCUELA PART. INC. NRO 1120 SAN FRANCISCO,Privado,RIVADAVIA 351 CENTRO,ALCORTA,CONSTITUCION,APROXIMADA,"-61,1166","-33,5333"
35474,Santa Fe,ESCUELA PART. INC. NRO 1175 JUAN XXIII,Privado,ZONA RURAL   PEÑARANDA,PEÑARANDA,GENERAL LOPEZ,APROXIMADA,"-61,60721","-33,60023"
35477,Santa Fe,ESCUELA NRO 542 CABILDO ABIERTO DEL 22 DE MAYO DE 1810,Estatal,AVENIDA PELLEGRINI 721 BATIZ,SAN JOSE DE LA ESQUINA,CASEROS,APROXIMADA,"-61,70541","-33,11547"
35478,Santa Fe,ESCUELA PART. INC. NRO 1055 CORAZON DE JESUS,Privado,RIVADAVIA 713,SAN CARLOS CENTRO,LAS COLONIAS,APROXIMADA,"-61,09034","-31,72287"
35479,Santa Fe,ESCUELA PART. INC. NRO 1204 JUAN XXIII,Privado,ESTANISLAO LOPEZ 935 AMERICA,ROLDAN,SAN LORENZO,APROXIMADA,"-60,90018","-32,90159"
35481,Santa Fe,ESCUELA NRO 6086 BRIGADIER ESTANISLAO LOPEZ,Estatal,AVENIDA GARAY 386,FIGHIERA,ROSARIO,APROXIMADA,"-60,46783","-33,19373"
35483,Santa Fe,ESCUELA PART. INC. NRO 1008 SAN JOSE,Privado,1RO DE MAYO 373,SAN JERONIMO NORTE,LAS COLONIAS,APROXIMADA,"-61,07776","-31,55277"
35486,Tucumán,COL. JESUS MISERICORDIOSO,Privado,BARTOLOME MITRE 161 BARRIO CENTRO,LA COCHA,LA COCHA,APROXIMADA,"-65,58582","-27,77112"
35499,Tucumán,INST. PRIVADO ROSSY/COL. SAN FRANCISCO JAVIER,Privado,9 DE JULIO Y RIVADAVIA  IPR_CSFJ@HOTMAIL.COM 9 DE JULIO Y RIVADAVIA,SIMOCA,SIMOCA,APROXIMADA,"-65,35533","-27,26264"
35515,Río Negro,ESCUELA PRIMARIA NRO.206 VILLA MARGARITA,Estatal,SANTIAGO DEL ESTERO 249 VILLA MARGARITA CTRO.05 EEBA 5 SALA 01 INTEG.59,CINCO SALTOS,GENERAL ROCA,APROXIMADA,"-68,04103584","-38,84066169"
35516,Río Negro,ESCUELA PRIMARIA NRO.271,Estatal,AV. SAN MARTIN Y CACIQUE FOYEL  IRIGOYEN CTRO.1 EEBA 11,EL BOLSON,BARILOCHE,PRECISA,"-71,53923471","-41,98152067"
35519,Neuquén,ESCUELA PRIMARIA 119 PRÓSPERO GUILLERMO ALEMANDRI,Estatal,PAZ GRL 157  CENTRO SUR,CUTRAL CO,CONFLUENCIA,PRECISA,"-69,22931026","-38,93877841"
35520,Neuquén,ESCUELA PRIMARIA 272 ELOÍSA C.DE CANTONI,Estatal,DI PAOLO 539 RUCA QUIMEY,CUTRAL CO,CONFLUENCIA,PRECISA,"-69,22212182","-38,93455621"
35522,Neuquén,ESCUELA PRIMARIA 305,Estatal,MEXICO 1660 SAIHUEQUE,CENTENARIO,CONFLUENCIA,PRECISA,"-68,14468676","-38,82358374"
35597,Entre Ríos,BENITO GARAT 10,Estatal,URDINARRAIN 752 POMPEYA SUR,CONCORDIA,CONCORDIA,APROXIMADA,"-58,03399379","-31,39246683"
35598,Entre Ríos,LUIS PIEDRABUENA 87,Estatal,CASEROS 729,VILLAGUAY,VILLAGUAY,APROXIMADA,"-59,02401581","-31,87002594"
35599,Entre Ríos,PRIV. MARIANO MORENO 82,Privado,SAN LUIS 25,VILLAGUAY,VILLAGUAY,APROXIMADA,"-59,0322187","-31,86888556"
35600,Entre Ríos,GENERAL SAN MARTIN 53,Estatal,AVENIDA SAN LORENZO 515 UNIVERSIDAD,CONCORDIA,CONCORDIA,APROXIMADA,"-58,02532717","-31,38353268"
35611,Entre Ríos,PRIV. SAN FRANCISCO DE ASIS 79,Privado,MITRE Y MILLAN,CONCEPCION DEL URUGUAY,URUGUAY,APROXIMADA,"-58,23977607","-32,48218261"
35615,Entre Ríos,PRIV. MALVINA SEGUI DE CLAVARINO 105,Privado,PUERTO ARGENTINO,GUALEGUAYCHU,GUALEGUAYCHU,APROXIMADA,"-58,52404258","-32,99263473"
35618,Entre Ríos,GUARANI 203,Estatal,SANTA FE 1454 SAN LORENZO,CRESPO,PARANA,APROXIMADA,"-60,3186115","-32,02784602"
35619,Entre Ríos,TOMAS GUIDO 54,Estatal,SARMIENTO 1471 CENTRO,CRESPO,PARANA,APROXIMADA,"-60,30534288","-32,03045605"
35620,Entre Ríos,ALVAREZ DE ARENALES 3,Estatal,URQUIZA  BELGRANO,DIAMANTE,DIAMANTE,APROXIMADA,"-60,61956016","-32,07478545"
35622,Entre Ríos,JUAN MARIA GUTIERREZ 9,Estatal,SARMIENTO 94 TIRO FEDERAL,CONCORDIA,CONCORDIA,APROXIMADA,"-58,02336344","-31,4064754"
35623,Entre Ríos,ESCUELA SECUNDARIA NORMAL SUPERIOR 15 D. F. SARMIENTO,Estatal,SARMIENTO 530 CENTRO,CONCORDIA,CONCORDIA,APROXIMADA,"-58,02170887","-31,39950177"
35625,Entre Ríos,PRIV. JOSE MANUEL ESTRADA 30,Privado,ANTELO 575,FEDERAL,FEDERAL,APROXIMADA,"-58,77968085","-30,95702188"
35626,Entre Ríos,JOSE CLEMENTE SARMIENTO 3,Estatal,EJIDO NORTE - RUTA 1,SAN JOSE FELICIANO,FELICIANO,APROXIMADA,"-58,713122","-30,364343"
35629,Entre Ríos,PRIV. LUIS MARIA BETTENDORF 167,Privado,SEGUI 240,GUALEGUAYCHU,GUALEGUAYCHU,APROXIMADA,"-58,51622272","-33,00522727"
35630,Entre Ríos,PRIV. COLEGIO DE LA MESOPOTAMIA 169,Privado,H IRIGOYEN,VICTORIA,VICTORIA,APROXIMADA,"-60,15568392","-32,61989363"
35634,San Luis,ESC. N° 388 SARGENTO EDUARDO ROMERO,Estatal,1° DE MAYO Y PTE. PERON  SAN JOSE,VILLA MERCEDES,GENERAL PEDERNERA,APROXIMADA,"-65,45608848","-33,6940109"
35665,Neuquén,ESCUELA PRIMARIA 181 1 DE MAYO,Estatal,VARVARCO 850 UNION DE MAYO,NEUQUEN,CONFLUENCIA,PRECISA,"-68,10155559","-38,94531879"
35670,Misiones,ESC. Nº 761: KA'AGUY PORÂ (BILINGUE),Estatal,Lote 28 -Secc.7-Com.Abor.Ka aguy-Porä-Paraje Pto. Andresito   Lote 28 -Secc.7-Pje. Pto.Andresito,ALMIRANTE BROWN,GENERAL MANUEL BELGRANO,APROXIMADA,"-54,06928561","-25,60271107"
35672,Misiones,ESC. Nº 731: MARINA F. CASTILLO DE LUBACZEWSKI,Estatal,Sarmiento y 9 de Julio  CENTRO Sarmiento entre 9 de Julio y Don Bosco,SAN JOSE,APOSTOLES,APROXIMADA,"-55,77881618","-27,7723959"
35674,Catamarca,ESCUELA N° 702  GOBERNADOR JOSE CUBAS,Estatal,LUIS MEDINA S/N   SAN ISIDRO,SAN ISIDRO,VALLE VIEJO,APROXIMADA,"-65,71801755","-28,44647769"
35676,Catamarca,ESCUELA N° 366 PROVINCIA LA PAMPA,Estatal,PADRE ESQUIU 730 76 VIVIENDAS,SAN ISIDRO,VALLE VIEJO,APROXIMADA,"-65,71801755","-28,44647769"
35678,Chaco,E.E.P. Nº 11 BARTOLOME MITRE,Estatal,BARTOLOME MITRE 1002  SEC.E-MZ.12-CH.12,VILLA ANGELA,MAYOR LUIS J FONTANA,APROXIMADA,"-60,71299633","-27,56800545"
35681,San Luis,ESC. N°175 GENERAL JOSE DE SAN MARTIN,Estatal,MAR DEL PLATA 1465 LOS FRESNOS,SAN LUIS,GENERAL JUAN MARTIN DE PUEYRREDON,APROXIMADA,"-66,33571211","-33,2910641"
35686,Jujuy,ESCUELA N 138 PEDRO ORTIZ DE ZARATE,Estatal,AVDA. ROBERTO D. DOMINGUEZ  CENTRO,PALMA SOLA,SANTA BARBARA,APROXIMADA,"-64,30386787","-23,9758726"
35687,Jujuy,ESCUELA N 107 SAN MARTIN DE PORRES,Estatal,ALMIRANTE BROWN  SAN FRANCISCO,LIBERTADOR GENERAL SAN MARTIN,LEDESMA,APROXIMADA,"-64,78455596","-23,8002122"
35700,Tucumán,ESC. DR. BERNARDO DE MONTEAGUDO,Estatal,MARIANO MORENO 450 SUR,SAN MIGUEL DE TUCUMAN,CAPITAL,APROXIMADA,"-65,19948493","-26,83821576"
35701,Tucumán,ESC. PRESIDENTE NICOLAS AVELLANEDA,Estatal,LA RIOJA 867,SAN MIGUEL DE TUCUMAN,CAPITAL,APROXIMADA,"-65,21620089","-26,84118513"
35702,Tucumán,INST. KINDER/COL. DEL SOL,Privado,ESTEBAN ECHEVERRIA 256,SAN MIGUEL DE TUCUMAN,CAPITAL,APROXIMADA,"-65,26150279","-26,81669136"
